ID,Grade Level,Title (Raw Strings),Title (Clean),Salary (Minimum),Salary (Increment),Salary (Maximum),Reference,Effective Date (YYYY-MM-DD)
MMR_CIVSRVT_0176,6,လထလေယာဉ်မှူး,လက်ထောက်လေယာဉ်မှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0177,6,ပျံသန်းရေးအရာရှိ,ပျံသန်းရေးအရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0178,6,ရေယာဉ်အင်ဂျင်နီယာ,ရေယာဉ်အင်ဂျင်နီယာ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0179,6,ရေယာဉ်မှူး,ရေယာဉ်မှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0180,6,ရေကြောင်းမှူး ,ရေကြောင်းမှူး ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0181,6,လထရေကြောင်းမှူး,လက်ထောက်ရေကြောင်းမှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0182,6,လထရေယာဉ်အင်ဂျင်နီယာ,လက်ထောက်ရေယာဉ်အင်ဂျင်နီယာ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0183,6,လထရေယာဉ်မှူး,လက်ထောက်ရေယာဉ်မှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0184,6,ရေယာဉ်အရာရှိ,ရေယာဉ်အရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0185,6,လထရေယာဉ်ဗိသုကာ,လက်ထောက်ရေယာဉ်ဗိသုကာ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0186,6,ရေငုပ်အရာရှိ,ရေငုပ်အရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0187,6,လထဆိပ်ကမ်းအရာရှိ,လက်ထောက်ဆိပ်ကမ်းအရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0188,6,ရုံပိုင်ချုပ်ကြီး,ရုံပိုင်ချုပ်ကြီး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0189,6,လထဘူမိဗေဒအရာရှိ,လက်ထောက်ဘူမိဗေဒအရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0190,6,လထဘူမိရူပဗေဒအရာရှိ,လက်ထောက်ဘူမိရူပဗေဒအရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0191,6,လထဘူမိဓာတုဗေဒအရာရှိ,လက်ထောက်ဘူမိဓာတုဗေဒအရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0192,6,စာတည်း,စာတည်း," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0193,6,လက်ထောက်စာတည်း,လက်ထောက်စာတည်း," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0194,6,သတင်းထောက်မှူး,သတင်းထောက်မှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0195,6,စာပေစိစစ်ရေးမှူး,စာပေစိစစ်ရေးမှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0196,6,အားကစားမှူး,အားကစားမှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0197,6,စာကြည့်တိုက်မှူး,စာကြည့်တိုက်မှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0198,6,လထစာကြည့်တိုက်မှူး,လက်ထောက်စာကြည့်တိုက်မှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0199,6,ပြတိုက်မှူး,ပြတိုက်မှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0200,6,လထပြတိုက်မှူး,လက်ထောက်ပြတိုက်မှူး," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0201,6,လုပ်ငန်းအရာရှိ,လုပ်ငန်းအရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0202,6,သုတေသနအရာရှိ,သုတေသနအရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0203,6,လက်ထောက်သုတေသနအရာရှိ,လက်ထောက်သုတေသနအရာရှိ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0204,6,ဆေးရုံအုပ်,ဆေးရုံအုပ်," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0205,6,ဒု-ဆေးရုံအုပ်,ဒုတိယဆေးရုံအုပ်," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0206,6,လထဆေးရုံအုပ်,လက်ထောက်ဆေးရုံအုပ်," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0207,6,ဆရာဝန်,ဆရာဝန်," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0208,6,တာဝန်ခံဆရာဝန် ,တာဝန်ခံဆရာဝန် ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0209,6,အဖွဲ့ခေါင်းဆောင်ဆရာဝန်,အဖွဲ့ခေါင်းဆောင်ဆရာဝန်," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0210,6,သူနာပြုအုပ်,သူနာပြုအုပ်," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0211,6,ဆေးလူမှုဆက်ဆံရေးအရာရှိ ,ဆေးလူမှုဆက်ဆံရေးအရာရှိ ," 275,000 "," 4,000 "," 295,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0212,7,ရဲအုပ် ,ရဲအုပ် ," 252,000 "," 2,000 "," 262,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0213,8,ဦးစီးမှူး,ဦးစီးမှူး," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0214,8,ရုံးအုပ်,ရုံးအုပ်," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0215,8,ကြီးကြပ်ရေးမှူး,ကြီးကြပ်ရေးမှူး," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0216,8,စာရင်းကိုင်(၁),စာရင်းကိုင်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0217,8,စာရင်းစစ်(၁),စာရင်းစစ်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0218,8,စာရင်းစစ်မှူး,စာရင်းစစ်မှူး," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0219,8,စာရင်းအင်းမှူး,စာရင်းအင်းမှူး," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0220,8,ငွေကိုင်(၁),ငွေကိုင်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0221,8,ပစ္စည်းထိန်း(၁),ပစ္စည်းထိန်း(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0222,8,လုံခြုံရေး(၁),လုံခြုံရေး(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0223,8,သိုလှောင်ရုံမှူး(၁),သိုလှောင်ရုံမှူး(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0224,8,ယန္တရားမောင်း (၁),ယန္တရားမောင်း (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0225,8,စက်မောင်း(၁),စက်မောင်း(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0226,8,ယာဉ်မောင်း (၁),ယာဉ်မောင်း (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0227,8,ယာဉ်မောင်းစက်ပြင်(၁),ယာဉ်မောင်းစက်ပြင်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0228,8,လျှပ်စစ်ကျွမ်းကျင် (၁),လျှပ်စစ်ကျွမ်းကျင် (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0229,8,အီလက်ထရောနစ်ကျွမ်းကျင် (၁),အီလက်ထရောနစ်ကျွမ်းကျင် (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0230,8,အလုပ်ရုံစုမှူး,အလုပ်ရုံစုမှူး," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0231,8,စက်မှုစီမံရေး (၁),စက်မှုစီမံရေး (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0232,8,စက်မှုကျွမ်းကျင် (၁),စက်မှုကျွမ်းကျင် (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0233,8,ထုတ်လုပ်ရေးကျွမ်းကျင် (၁),ထုတ်လုပ်ရေးကျွမ်းကျင် (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0234,8,လက်မှုကျွမ်းကျင် (၁),လက်မှုကျွမ်းကျင် (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0235,8,ဂဟေဆက် (၁),ဂဟေဆက် (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0236,8,သုတေသနလက်ထောက် (၁),သုတေသနလက်ထောက် (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0237,8,အငယ်တန်းသုတေသနအရာရှိ(၁),အငယ်တန်းသုတေသနအရာရှိ(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0238,8,ဓာတ်ခွဲခန်းကျွမ်းကျင်(၁),ဓာတ်ခွဲခန်းကျွမ်းကျင်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0239,8,ရေယာဉ်အုပ်(၁),ရေယာဉ်အုပ်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0240,8,စက်ခန်းအုပ်(၁),စက်ခန်းအုပ်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0241,8,တက်မကိုင်(၁),တက်မကိုင်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0242,8,သင်္ဘောသား(၁),သင်္ဘောသား(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0243,8,ကုန်းပတ်မှူး(နိုင်ငံခြားသွား/ကမ်းရိုးတန်းသွား),ကုန်းပတ်မှူး(နိုင်ငံခြားသွား/ကမ်းရိုးတန်းသွား)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0244,8,စက်ခန်းမှူး(နိုင်ငံခြားသွား/ကမ်းရိုးတန်းသွား),စက်ခန်းမှူး(နိုင်ငံခြားသွား/ကမ်းရိုးတန်းသွား)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0245,8,ရေယာဉ်ဆက်သွယ်ထောက်ပံ့ရေးမှူး,ရေယာဉ်ဆက်သွယ်ထောက်ပံ့ရေးမှူး," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0246,8,ရေတိုင်းအုပ်,ရေတိုင်းအုပ်," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0247,8,ရေငုပ်(၁),ရေငုပ်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0248,8,တိုင်းထွာရေး(၁),တိုင်းထွာရေး(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0249,8,ရုံပိုင်ချုပ်,ရုံပိုင်ချုပ်," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0250,8,စက်ခေါင်းမှူး(၁),စက်ခေါင်းမှူး(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0251,8,အကြီးတန်းလေယာဉ်မောင်,အကြီးတန်းလေယာဉ်မောင်," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0252,8,အကြီးတန်းလေယာဉ်မယ်,အကြီးတန်းလေယာဉ်မယ်," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0253,8,ဆက်သွယ်ရေး(၁),ဆက်သွယ်ရေး(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0254,8,ရေနံကျွမ်းကျင်(၁),ရေနံကျွမ်းကျင်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0255,8,ဘူမိဗေဒလက်ထောက်(၁),ဘူမိဗေဒလက်ထောက်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0256,8,ဘူမိရူပဗေဒလက်ထောက်(၁),ဘူမိရူပဗေဒလက်ထောက်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0257,8,ဘူမိဓာတုဗေဒလက်ထောက် (၁),ဘူမိဓာတုဗေဒလက်ထောက် (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0258,8,သတ္တုဗေဒလက်ထောက် (၁),သတ္တုဗေဒလက်ထောက် (၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0259,8,သတ္တုတွင်းလက်ထောက်(၁),သတ္တုတွင်းလက်ထောက်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0260,8,အငယ်တန်းအင်ဂျင်နီယာ(၁),အငယ်တန်းအင်ဂျင်နီယာ(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0261,8,ပုံဆွဲ(၁),ပုံဆွဲ(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0262,8,ပုံထုတ်(၁),ပုံထုတ်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0263,8,ခန့်မှန်း(၁),ခန့်မှန်း(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0264,8,လက်သမား(၁),လက်သမား(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0265,8,ပန်းရန်(၁),ပန်းရန်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0266,8,လွှသွေး(၁),လွှသွေး(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0267,8,ဓားသွေး(၁),ဓားသွေး(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0268,8,သစ်စစ်(၁),သစ်စစ်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0269,8,သစ်စာရင်းကိုင်(၁),သစ်စာရင်းကိုင်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0270,8,သစ်ပေါင်း(၁),သစ်ပေါင်း(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0271,8,သစ်ရွေး(၁),သစ်ရွေး(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0272,8,ပစ္စည်းရွေး(၁),ပစ္စည်းရွေး(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0273,8,ဘွိုင်လာထိန်း(၁),ဘွိုင်လာထိန်း(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0274,8,တိရစ္ဆာန်ထိန်း(၁),တိရစ္ဆာန်ထိန်း(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0275,8,တိရစ္ဆာန်ဆေးကုမှူး,တိရစ္ဆာန်ဆေးကုမှူး," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0276,8,မြေတိုင်း(၁),မြေတိုင်း(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0277,8,လျှာထိုးစက်ကိုင်(၁),လျှာထိုးစက်ကိုင်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0278,8,ထွန်စက်မောင်း(၁),ထွန်စက်မောင်း(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0279,8,ငါးဖမ်းကျွမ်းကျင်(၁),ငါးဖမ်းကျွမ်းကျင်(၁)," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0280,8,အကြီးတန်းနည်းပြ,အကြီးတန်းနည်းပြ," 234,000 "," 2,000 "," 244,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
