unique_id,post_id,item_id,category_id,date_ymd,datetime_ymd_hms,post_title,post_body,post_url,post_url_new,year,month,message,is_drug,is_seize,town1_name,town1_code,town2_name,town2_code,town3_name,town3_code,state_region_code,state_region_name,state_region_name_(myanmar),district_code,district_name,district_name_(myanmar),township_code,township_name,township_name_(myanmar),town_name_(english),town_name_(myanmar),town_longitude,town_latitude,yaba_number,ketamine_final_kilogram,heroin_final_kilogram,ice_final_kilogram,asean_final_kilogram
1,10332,888,107,2024-08-31,8/31/2024," မန္တလေးတိုင်းဒေသကြီးနှင့် ရန်ကုန်တိုင်းဒေသကြီးတို့တွင် ငွေကျပ်သိန်း ၅,၅၀၀ ကျော်တန်ဖိုးရှိ မူးယစ်ဆေးဝါးများ ဖမ်းဆီးရမိမှု","မန္တလေးတိုင်းဒေသကြီးနှင့် ရန်ကုန်တိုင်းဒေသကြီးတို့တွင် ငွေကျပ်သိန်း ၅,၅၀၀ ကျော်တန်ဖိုးရှိ မူးယစ်ဆေးဝါးများ ဖမ်းဆီးရမိမှု နေပြည်တော်၊ ဩဂုတ် ၃၁မူးယစ်ဆေးဝါးတားဆီးနှိမ်နင်းရေးရဲတပ်ဖွဲ့မှ တပ်ဖွဲ့ဝင်များပါဝင်သော ပူးပေါင်းအဖွဲ့သည် သတင်းအရ ဩဂုတ်လ ၂၇ ရက်နေ့ နံနက် ၉ နာရီအချိန် မန္တလေးတိုင်းဒေသကြီး၊ ပြည်ကြီးတံခွန် မြို့နယ်၊ ငွေတော်ကျီကုန်းရပ်ကွက်ရှိ ကားဂိတ်တွင် မော်တော်ဆိုင်ကယ်ဖြင့် ပါဆယ်ပစ္စည်းလာရောက် ထုတ်ယူသူ စိုးတင့် အား စစ်ဆေးရှာဖွေရာ ၎င်းထံမှ စိတ်ပြောင်းဆေးဝါး Happy Water ၂ ဒသမ ၄၅ ကီလို သိမ်းဆည်းရမိခဲ့ပြီး ၎င်း၏ဖော်ထုတ်ချက်အရ စိတ်ပြောင်းဆေးဝါးများ လက်ခံမည့်သူ စိုင်းခမ်းတီ အား အောင်မြေသာစံမြို့နယ်၊ မဟာဇေယျာဘုံရပ်ကွက်တွင် မော်တော်ဆိုင်ကယ်တစ်စီးနှင့်အတူ ဖမ်းဆီး ရမိခဲ့ကြောင်း၊ ကွင်းဆက်စစ်ဆေးဖော်ထုတ်ချက်အရ ရန်ကုန်တိုင်းဒေသကြီး၊ မင်္ဂလာဒုံမြို့နယ်၊ အောင်မင်္ဂလာအဝေးပြေးကားဝင်းတွင် ကံထူးတင်သိန်း အား စိတ်ပြောင်းဆေးဝါးများဖြစ်သည့် အက်တက်စီဆေးပြား ၄,၉၀၀ ပြား၊ Happy-5 ဆေးပြား ၃၈၀ ပြား၊ ကက်တမင်း ၉၅၀ ဂရမ်၊ TOYOTA FIELDER မော်တော်ယာဉ်တစ်စီးနှင့်အတူ ဆက်လက်ဖမ်းဆီးရမိခဲ့ပြီး ၎င်း၏ဖော်ထုတ်ချက်အရ စိတ်ပြောင်းဆေးဝါးများယူဆောင်ခိုင်းသူ အောင်ဘုန်းမြတ် အား တောင်ဥက္ကလာပမြို့နယ်၊ (၁၁)ရပ်ကွက်၊ မေတ္တာလမ်းရှိ ၎င်း၏နေအိမ်တွင် စိတ်ပြောင်းဆေးဝါးများဖြစ်သည့် အိုက်စ်(မက်သ်အဖက်တမင်း) ၄၇၀ ဂရမ်၊ ကက်တမင်း ၂၅ ဂရမ်၊ Collagen အမှုန့် ၁ ကီလိုနှင့် မူးယစ်ဆေးဝါး Tramadol ဆေးတောင့် ၇၀၀ တောင့်နှင့်လည်းကောင်း၊ ဩဂုတ်လ ၂၈ ရက်နေ့ နံနက် ၁၁ နာရီအချိန် စိတ်ပြောင်းဆေးဝါး များအား လူမဲ့တန်ဆာဖြင့် ပို့ဆောင်ပေးသူ မဝါဝါလွင်(ခ)စန္ဒာ အား ရပ်စောက်မြို့နယ်၊ ပင်ဖြစ်ကျေးရွာ၊ ရပ်ကွက်(၁)တွင် ထပ်မံဖမ်းဆီးရမိခဲ့သဖြင့် စုစုပေါင်း ဒေသကာလတန်ဖိုးငွေကျပ် သိန်း ၅,၅၀၀ ကျော် တန်ဖိုးရှိ စိတ်ပြောင်းဆေးဝါးများဖြစ်သည့် Happy Water ၂ ဒသမ ၄၅ ကီလို၊ အက်တက်စီဆေးပြား ၄,၉၀၀ ပြား၊ Happy-5 ဆေးပြား ၃၈၀ ပြား၊ ကက်တမင်း ၉၅၀ ဂရမ်၊ အိုက်စ်(မက်သ်အဖက်တမင်း) ၄၇၀ ဂရမ်၊ ကက်တမင်း ၂၅ ဂရမ်၊ Collagen အမှုန့် ၁ ကီလိုနှင့် မူးယစ်ဆေးဝါး Tramadol ဆေးတောင့် ၇၀၀ တောင့် သိမ်းဆည်းရမိခဲ့ကြောင်း၊ စစ်ဆေးဖော်ထုတ်ချက်များအရ သိမ်းဆည်းရမိ မူးယစ်ဆေးဝါးများအား ရှမ်းပြည်နယ်မှ မန္တလေးတိုင်းဒေသကြီးနှင့် ရန်ကုန်တိုင်းဒေသကြီးတို့သို့ သယ်ဆောင်၍ KTV/ CLUB/ BAR နှင့် စားသောက်ဆိုင်များတွင် လူငယ်များအား ဖြန့်ဖြူးရောင်းချခြင်း ဖြစ်ကြောင်း သိရှိရသဖြင့် ၎င်းတို့အား ဥပဒေအရအရေးယူထားရှိပြီး ကွင်းဆက်ပြစ်မှုကျူးလွန်သူ များအား ဆက်လက်စစ်ဆေးဖော်ထုတ်လျက်ရှိကြောင်း သတင်းရရှိသည်။    ",/index.php?option=com_content&view=article&id=10332:2024-08-31-07-16-11&catid=107&Itemid=888,https://www.policeforce.gov.mm/index.php?option=com_content&view=article&id=10332:2024-08-31-07-16-11&catid=107&Itemid=888,2024,8,"မန္တလေးတိုင်းဒေသကြီး,ရန်ကုန်တိုင်းဒေသကြီးတို့တွင်ငွေကျပ်_Lakhs_5500ကျော်တန်ဖိုးရှိမူးယစ်ဆေး0ါးဖမ်းဆီးရမိမှုနေပြည်တော်August31မူးယစ်ဆေး0ါးတားဆီးနှိမ်နင်းရေးရဲတပ်ဖွဲ့မှတပ်ဖွဲ့0င်ပါ0င်သောပူးပေါင်းအဖွဲ့သည်သတင်းအရAugustလ27ရက်နေ့နံနက်9နာရီအချိန်မန္တလေးတိုင်းဒေသကြီးပြည်ကြီးတံခွန်မြို့နယ်ငွေတော်ကျီကုန်းရပ်ကွက်ရှိကားဂိတ်တွင်Mayာ်တော်ဆိုင်ကယ်ဖြင့်ပါဆယ်ပစ္စည်းလာရောက်ထုတ်ယူသူစိုးတင့်အားစစ်ဆေးရှာဖွေရာ၎င်းထံမှစိတ်ပြောင်းဆေး0ါးHappyWater2.45_Kilograms,_သိမ်းဆည်းရမိခဲ့ပြီး၎င်း၏ဖော်ထုတ်ချက်အရစိတ်ပြောင်းဆေး0ါးလက်ခံမည့်သူစိုင်းခမ်းတီအားအောင်မြေသာစံမြို့နယ်မဟာဇေယျာဘုံရပ်ကွက်တွင်Mayာ်တော်ဆိုင်ကယ်1စီး,အတူဖမ်းဆီးရမိခဲ့ကြောင်းကွင်းဆက်စစ်ဆေးဖော်ထုတ်ချက်အရရန်ကုန်တိုင်းဒေသကြီးမင်္ဂလာဒုံမြို့နယ်အောင်မင်္ဂလာအ0ေးပြေးကား0င်းတွင်ကံထူးတင်_Lakhs_အားစိတ်ပြောင်းဆေး0ါးဖြစ်သည့်အက်တက်စီဆေး_Tablets,_4900_Tablets,_Happy-5ဆေး_Tablets,_380_Tablets,_Ketamine_950_Grams,_TOYOTAFIELDERMayာ်တော်ယာဉ်1စီး,အတူဆက်လက်ဖမ်းဆီးရမိခဲ့ပြီး၎င်း၏ဖော်ထုတ်ချက်အရစိတ်ပြောင်းဆေး0ါးယူဆောင်ခိုင်းသူအောင်ဘုန်းမြတ်အားတောင်ဥက္ကလာပမြို့နယ်_11_ရပ်ကွက်Mayတ္တာလမ်းရှိ၎င်း၏နေအိမ်တွင်စိတ်ပြောင်းဆေး0ါးဖြစ်သည့်_ICE_Methamphetamine_470_Grams,_Ketamine_25_Grams,_Collagenအမှုန့်1_Kilograms,_,မူးယစ်ဆေး0ါးTramadolဆေးတောင့်700တောင့်,လည်းကောင်းAugustလ28ရက်နေ့နံနက်11နာရီအချိန်စိတ်ပြောင်းဆေး0ါးအားလူမဲ့တန်ဆာဖြင့်ပို့ဆောင်ပေးသူမ0ါ0ါလွင်_ခ_စန္ဒာအားရပ်စောက်မြို့နယ်ပင်ဖြစ်ကျေးရွာရပ်ကွက်_1_တွင်ထပ်မံဖမ်းဆီးရမိခဲ့သဖြင့်ဒေသကာလတန်ဖိုးငွေကျပ်_Lakhs_5500ကျော်တန်ဖိုးရှိစိတ်ပြောင်းဆေး0ါးဖြစ်သည့်HappyWater2.45_Kilograms,_အက်တက်စီဆေး_Tablets,_4900_Tablets,_Happy-5ဆေး_Tablets,_380_Tablets,_Ketamine_950_Grams,_ICE_Methamphetamine_470_Grams,_Ketamine_25_Grams,_Collagenအမှုန့်1_Kilograms,_,မူးယစ်ဆေး0ါးTramadolဆေးတောင့်700တောင့်သိမ်းဆည်းရမိခဲ့ကြောင်းစစ်ဆေးဖော်ထုတ်ချက်အရသိမ်းဆည်းရမိမူးယစ်ဆေး0ါးအားရှမ်းပြည်နယ်မှမန္တလေးတိုင်းဒေသကြီး,ရန်ကုန်တိုင်းဒေသကြီးတို့သို့သယ်ဆောင်၍KTV/CLUB/BAR,စားသောက်ဆိုင်တွင်လူငယ်အားဖြန့်ဖြူးရောင်းချခြင်းဖြစ်ကြောင်းသိရှိရသဖြင့်၎င်းတို့အားဥပဒေအရအရေးယူထားရှိပြီးကွင်းဆက်ပြစ်မှုကျူးလွန်သူအားဆက်လက်စစ်ဆေးဖော်ထုတ်လျက်ရှိကြောင်းသတင်းရရှိသည်။",TRUE,TRUE,ပြည်ကြီးတံခွန်,MMR010005701,အောင်မြေသာစံ,MMR010001701,မင်္ဂလာဒုံ,MMR013002701,MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010D001,Mandalay,မန္တလေးခရိုင်,MMR010005,Pyigyitagon,ပြည်ကြီးတံခွန်,Pyigyitagon Town,ပြည်ကြီးတံခွန်,96.104181,21.901964,0,0.95,0,0,0
2,10319,888,107,2024-08-26,8/26/2024, ရှမ်းပြည်နယ်(အရှေ့ပိုင်း)၊ ကျိုင်းတုံမြို့နယ်တွင် ငွေကျပ် ၄ ဒသမ ၁ ဘီလီယံကျော်တန်ဖိုးရှိ စိတ်ကြွရူးသွပ်ဆေးပြား ၁၂ ဒသမ ၅ သိန်းနှင့် ကက်တမင်း ၄၂၇ ကီလို ဖမ်းဆီးရမိမှု,ရှမ်းပြည်နယ်(အရှေ့ပိုင်း)၊ ကျိုင်းတုံမြို့နယ်တွင် ငွေကျပ် ၄ ဒသမ ၁ ဘီလီယံကျော်တန်ဖိုးရှိ စိတ်ကြွရူးသွပ်ဆေးပြား ၁၂ ဒသမ ၅ သိန်းနှင့် ကက်တမင်း ၄၂၇ ကီလို ဖမ်းဆီးရမိမှု နေပြည်တော်၊ ဩဂုတ် ၂၆မူးယစ်ဆေးဝါးတားဆီးနှိမ်နင်းရေးရဲတပ်ဖွဲ့မှ တပ်ဖွဲ့ဝင်များပါဝင်သော ပူးပေါင်းအဖွဲ့သည် ဩဂုတ်လ ၂၂ ရက်နေ့ နံနက် ၁ နာရီအချိန် ရှမ်းပြည်နယ်(အရှေ့ပိုင်း)၊ ကျိုင်းတုံမြို့နယ်၊ ဟွေဟိ ကျေးရွာရှိ မအားမီ ၏ နေအိမ်ကို သတင်းအရရှာဖွေရာ နေအိမ်ရှေ့ခြံဝင်းအတွင်း ရပ်တန့်ထားသည့် MITSUBISHI PAJERO မော်တော်ယာဉ်ပေါ်မှ ဒေသကာလတန်ဖိုးငွေကျပ် ၄ ဒသမ ၁ ဘီလီယံကျော် တန်ဖိုးရှိ စိတ်ကြွရူးသွပ်ဆေးပြား ၁၂ ဒသမ ၅ သိန်းနှင့် စိတ်ပြောင်းဆေးဝါး ကက်တမင်း ၄၂၇ ကီလို သိမ်းဆည်းရမိခဲ့သဖြင့် ၎င်းအား ဥပဒေအရအရေးယူထားရှိပြီး ကွင်းဆက်ပြစ်မှုကျူးလွန်သူများအား ဆက်လက်စစ်ဆေးဖော်ထုတ်လျက်ရှိကြောင်း သတင်းရရှိသည်။ ,/index.php?option=com_content&view=article&id=10319:2024-08-26-17-50-56&catid=107&Itemid=888,https://www.policeforce.gov.mm/index.php?option=com_content&view=article&id=10319:2024-08-26-17-50-56&catid=107&Itemid=888,2024,8,"ရှမ်းပြည်နယ်_အရှေ့ပိုင်း_ကျိုင်းတုံမြို့နယ်တွင်ငွေကျပ်4.1_Billions_ကျော်တန်ဖိုးရှိ_Yaba_12.5_Lakhs_,_Ketamine_427_Kilograms,_ဖမ်းဆီးရမိမှုနေပြည်တော်August26မူးယစ်ဆေး0ါးတားဆီးနှိမ်နင်းရေးရဲတပ်ဖွဲ့မှတပ်ဖွဲ့0င်ပါ0င်သောပူးပေါင်းအဖွဲ့သည်Augustလ22ရက်နေ့နံနက်1နာရီအချိန်ရှမ်းပြည်နယ်_အရှေ့ပိုင်း_ကျိုင်းတုံမြို့နယ်ဟွေဟိကျေးရွာရှိမအားမီ၏နေအိမ်ကိုသတင်းအရရှာဖွေရာနေအိမ်ရှေ့ခြံ0င်းအတွင်းရပ်တန့်ထားသည့်MITSUBISHIPAJEROMayာ်တော်ယာဉ်ပေါ်မှဒေသကာလတန်ဖိုးငွေကျပ်4.1_Billions_ကျော်တန်ဖိုးရှိ_Yaba_12.5_Lakhs_,စိတ်ပြောင်းဆေး0ါး_Ketamine_427_Kilograms,_သိမ်းဆည်းရမိခဲ့သဖြင့်၎င်းအားဥပဒေအရအရေးယူထားရှိပြီးကွင်းဆက်ပြစ်မှုကျူးလွန်သူအားဆက်လက်စစ်ဆေးဖော်ထုတ်လျက်ရှိကြောင်းသတင်းရရှိသည်။",TRUE,TRUE,ကျိုင်းတုံ,MMR016001701,,,,,MMR016,Shan (East),ရှမ်းပြည်နယ် (အရှေ့),MMR016D001,Kengtung,ကျိုင်းတုံခရိုင်,MMR016001,Kengtung,ကျိုင်းတုံ,Kengtung Town,ကျိုင်းတုံ,99.6036,21.29189,41250000,427,0,0,0
4,10284,888,107,2024-08-14,8/14/2024, စစ်ကိုင်းတိုင်းဒေသကြီးနှင့် မကွေးတိုင်းဒေသကြီးတို့တွင် ငွေကျပ် ၁ ဒသမ ၄၃ ဘီလီယံတန်ဖိုးရှိ စိတ်ကြွရူးသွပ်ဆေးပြား ၇ ဒသမ ၁၅ သိန်း ဖမ်းဆီးရမိ,စစ်ကိုင်းတိုင်းဒေသကြီးနှင့် မကွေးတိုင်းဒေသကြီးတို့တွင် ငွေကျပ် ၁ ဒသမ ၄၃ ဘီလီယံတန်ဖိုးရှိ စိတ်ကြွရူးသွပ်ဆေးပြား ၇ ဒသမ ၁၅ သိန်း ဖမ်းဆီးရမိနေပြည်တော်၊ ဩဂုတ် ၁၄              လုံခြုံရေးတပ်ဖွဲ့ဝင်များပါဝင်သော ပူးပေါင်းအဖွဲ့သည် ဩဂုတ်လ ၈ ရက်နေ့ ညနေ ၃ နာရီခွဲ အချိန် စစ်ကိုင်းတိုင်းဒေသကြီး၊ ယင်းမာပင်မြို့၊ (ဂ)ရပ်ကွက်၊ မြို့မဈေးရှေ့တွင် မုံရွာမှ ယင်းမာပင် ဘက်သို့ ခင်မောင်ဆန်း မောင်းနှင်ပြီး လွင်မင်းသန့် လိုက်ပါလာသည့် CANTER ၆ ဘီး မော်တော် ယာဉ်ကို သတင်းအရရှာဖွေရာ ယာဉ်ပေါ်မှ စိတ်ကြွရူးသွပ်ဆေးပြား ၂ သိန်း ဖမ်းဆီးရမိခဲ့ပြီး စစ်ဆေး ဖော်ထုတ်ချက်အရ ဩဂုတ်လ ၉ ရက်နေ့ နံနက် ၈ နာရီခွဲအချိန် မကွေးတိုင်းဒေသကြီး၊ ဂန့်ဂေါ မြို့နယ်၊ ကျောမြို့၊ အမှတ်(၁)ရပ်ကွက်တွင် ကွင်းဆက်တရားခံ ကြင်ဆွန်း(ခ)ကျင်စွမ်း အား HILUX SURF မော်တော်ယာဉ် ၁ စီး၊ စိတ်ကြွရူးသွပ်ဆေးပြား ၂ ဒသမ ၇သိန်းနှင့်လည်းကောင်း၊ ယင်းနေ့ နံနက် ၉ နာရီခွဲအချိန် စစ်ကိုင်းတိုင်းဒေသကြီး၊ ကလေးမြို့၊ ပင်လုံရပ်ကွက်ရှိ ထွဋ်မြတ်ဦး(ခ)အီးတီ၏ နေအိမ်ကိုဝင်ရောက်ရှာဖွေရာ ခင်မောင်ဆွေ အား စိတ်ကြွရူးသွပ်ဆေးပြား ၂ ဒသမ ၄၅ သိန်းနှင့် လည်းကောင်း၊ ဖမ်းဆီးရမိ စိတ်ကြွရူးသွပ်ဆေးပြားများအား မန္တလေးမှ ကလေးသို့ သယ်ဆောင်ခိုင်းသူ ထွဋ်မြတ်ဦး(ခ)အီးတီအား ဩဂုတ်လ ၁၀ ရက်နေ့ မွန်းလွဲ ၁ နာရီအချိန် ရန်ကုန်-မန္တလေးအမြန်လမ်း၊ (၂၀၁)မိုင်တိုးဂိတ်တွင်လည်းကောင်း အသီးသီးဖမ်းဆီးရမိခဲ့ကြောင်း၊ စစ်ဆေးဖော်ထုတ်ချက်များအရ သိမ်းဆည်းရမိ စိတ်ကြွရူးသွပ်ဆေးပြားများအား ရှမ်းပြည်နယ်မှ စစ်ကိုင်းတိုင်းဒေသကြီး၊ ကလေးမြို့သို့ သယ်ဆောင်ခြင်းဖြစ်ကြောင်း သိရှိရသဖြင့် ၎င်းတို့အား ဥပဒေအရ အရေးယူထားရှိပြီး ကွင်းဆက် ပြစ်မှုကျူးလွန်သူများအား ဆက်လက်စစ်ဆေးဖော်ထုတ်လျက်ရှိကြောင်း သတင်းရရှိသည်။ ,/index.php?option=com_content&view=article&id=10284:2024-08-14-11-22-22&catid=107&Itemid=888,https://www.policeforce.gov.mm/index.php?option=com_content&view=article&id=10284:2024-08-14-11-22-22&catid=107&Itemid=888,2024,8,"စစ်ကိုင်းတိုင်းဒေသကြီး,မကွေးတိုင်းဒေသကြီးတို့တွင်ငွေကျပ်1.43_Billions_တန်ဖိုးရှိ_Yaba_7.15_Lakhs_ဖမ်းဆီးရမိနေပြည်တော်August14လုံခြုံရေးတပ်ဖွဲ့0င်ပါ0င်သောပူးပေါင်းအဖွဲ့သည်Augustလ8ရက်နေ့ညနေ3နာရီခွဲအချိန်စစ်ကိုင်းတိုင်းဒေသကြီးယင်းမာပင်မြို့_ဂ_ရပ်ကွက်မြို့မဈေးရှေ့တွင်မုံရွာမှယင်းမာပင်ဘက်သို့ခင်Mayာင်ဆန်းMayာင်းနှင်ပြီးလွင်မင်းသန့်လိုက်ပါလာသည့်CANTER6ဘီးMayာ်တော်ယာဉ်ကိုသတင်းအရရှာဖွေရာယာဉ်ပေါ်မှ_Yaba_2_Lakhs_ဖမ်းဆီးရမိခဲ့ပြီးစစ်ဆေးဖော်ထုတ်ချက်အရAugustလ9ရက်နေ့နံနက်8နာရီခွဲအချိန်မကွေးတိုင်းဒေသကြီးဂန့်ဂေါမြို့နယ်ကျောမြို့အမှတ်_1_ရပ်ကွက်တွင်ကွင်းဆက်တရားခံကြင်ဆွန်း_ခ_ကျင်စွမ်းအားHILUXSURFMayာ်တော်ယာဉ်1စီး_Yaba_2.7_Lakhs_,လည်းကောင်းယင်းနေ့နံနက်9နာရီခွဲအချိန်စစ်ကိုင်းတိုင်းဒေသကြီးကလေးမြို့ပင်လုံရပ်ကွက်ရှိထွဋ်မြတ်ဦး_ခ_အီးတီ၏နေအိမ်ကို0င်ရောက်ရှာဖွေရာခင်Mayာင်ဆွေအား_Yaba_2.45_Lakhs_,လည်းကောင်းဖမ်းဆီးရမိ_Yaba_အားမန္တလေးမှကလေးသို့သယ်ဆောင်ခိုင်းသူထွဋ်မြတ်ဦး_ခ_အီးတီအားAugustလ10ရက်နေ့မွန်းလွဲ1နာရီအချိန်ရန်ကုန်-မန္တလေးအမြန်လမ်း_201_မိုင်တိုးဂိတ်တွင်လည်းကောင်းအသီးသီးဖမ်းဆီးရမိခဲ့ကြောင်းစစ်ဆေးဖော်ထုတ်ချက်အရသိမ်းဆည်းရမိ_Yaba_အားရှမ်းပြည်နယ်မှစစ်ကိုင်းတိုင်းဒေသကြီးကလေးမြို့သို့သယ်ဆောင်ခြင်းဖြစ်ကြောင်းသိရှိရသဖြင့်၎င်းတို့အားဥပဒေအရအရေးယူထားရှိပြီးကွင်းဆက်ပြစ်မှုကျူးလွန်သူအားဆက်လက်စစ်ဆေးဖော်ထုတ်လျက်ရှိကြောင်းသတင်းရရှိသည်။",TRUE,TRUE,ယင်းမာပင်,MMR005016701,,,ကျော,MMR009023702,MMR005,Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005D009,Yinmarbin,ယင်းမာပင်ခရိုင်,MMR005016,Yinmarbin,ယင်းမာပင်,Yinmarbin Town,ယင်းမာပင်,94.90014,22.07779,23595000,0,0,0,0
