sd_pcode,state_divi,d_pcode,district,ts_pcode,township,town_pcode,town,town_mmr4,longitude,latitude,level,air_bool,ctrl_tnla,ctrl_mndaa,ctrl_uwsa
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014001,Taunggyi,MMR014001701,Taunggyi,တောင်ကြီး,20.77477,97.03598,State/Region Capital,0,0,0,0
MMR007,Bago (East),MMR007D002,Taungoo,MMR007009,Taungoo,MMR007009701,Taungoo,တောင်ငူ,18.93953,96.43314,District Capital,0,0,0,0
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,MMR012009702,Taungpyoletwea,တောင်ပြိုလက်ဝဲ,21.19990921,92.20068434,Other Town,0,0,0,0
MMR005,Sagaing,MMR005D002,Shwebo,MMR005011,Taze,MMR005011701,Taze,တန့်ဆည်,22.94407,95.37361,Main Town,0,0,0,0
MMR004,Chin,MMR004D001,Falam,MMR004004,Tedim,MMR004004701,Tedim,တီးတိန်,23.37058,93.65619,Main Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017003,Thabaung,MMR017003701,Thabaung,သာပေါင်း,17.04734,94.80589,Main Town,0,0,0,0
MMR007,Bago (East),MMR007D001,Bago,MMR007002,Thanatpin,MMR007002701,Thanatpin,သနပ်ပင်,17.28903,96.57664,Main Town,0,0,0,0
MMR011,Mon,MMR011D001,Mawlamyine,MMR011004,Thanbyuzayat,MMR011004701,Thanbyuzayat,သံဖြူဇရပ်,15.9667,97.7333,Main Town,0,0,0,0
MMR003,Kayin,MMR003D001,Hpa-An,MMR003004,Thandaunggyi,MMR003004702,Thandaung,သံတောင်,19.02175,96.58266,Other Town,0,0,0,0
MMR003,Kayin,MMR003D001,Hpa-An,MMR003004,Thandaunggyi,MMR003004701,Thandaunggyi,သံတောင်ကြီး,19.07339,96.67547,Main Town,0,0,0,0
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,Thandwe,သံတွဲ,18.4661997,94.3677026,District Capital,0,0,0,0
MMR013,Yangon,MMR013D003,Yangon (South),MMR013023,Thanlyin,MMR013023701,Thanlyin,သန်လျင်,16.76378,96.25184,Main Town,0,0,0,0
MMR004,Chin,MMR004D003,Hakha,MMR004003,Thantlang,MMR004003701,Thantlang,ထန်တလန်,22.69843,93.4278,Main Town,0,0,0,0
MMR011,Mon,MMR011D002,Thaton,MMR011007,Thaton,MMR011007701,Thaton,သထုံ,16.9197,97.3678,District Capital,0,0,0,0
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008007,Thayarwady,MMR008007701,Thayarwady,သာယာဝတီ,17.65441,95.78629,District Capital,0,0,0,0
MMR009,Magway,MMR009D003,Thayet,MMR009012,Thayet,MMR009012701,Thayet,သရက်,19.3215,95.17716,District Capital,0,0,0,0
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,MMR006003701,Thayetchaung,သရက်ချောင်း,13.86870462,98.26251547,Main Town,0,0,0,0
MMR008,Bago (West),MMR008D001,Pyay,MMR008005,Thegon,MMR008005701,Thegon,သဲကုန်း,18.64698,95.41721,Main Town,0,0,0,0
MMR011,Mon,MMR011D002,Thaton,MMR011009,Kyaikto,MMR011009702,Thein Za Yat,သိမ်ဇရပ်,17.5137,96.884,Other Town,0,0,0,0
MMR007,Bago (East),MMR007D001,Bago,MMR007003,Kawa,MMR007003702,Thetkala,သက္ကလ,17.02939,96.59657,Other Town,0,0,0,0
MMR013,Yangon,MMR013D003,Yangon (South),MMR013025,Thongwa,MMR013025701,Thongwa,သုံးခွ,16.7586,96.52309,Main Town,0,0,0,0
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008007,Thayarwady,MMR008007702,Thonse,သုံးဆယ်,17.62988,95.78985,Other Town,0,0,0,0
MMR011,Mon,MMR011D002,Thaton,MMR011007,Thaton,MMR011007702,Thuwunnawady,သုဝဏ္ဏဝတီ,17.06022,97.30482,Other Town,0,0,0,0
MMR005,Sagaing,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022701,Tigyaing,ထီးချိုင့်,23.75452,96.14833,Main Town,0,0,0,0
MMR009,Magway,MMR009D005,Gangaw,MMR009024,Tilin,MMR009024701,Tilin,ထီးလင်း,21.69636,94.09278,Main Town,0,0,0,0
MMR016,Shan (East),MMR016D001,Kengtung,MMR016007,Mongping,MMR016007702,Tontar,တုံတာ,21.33004,99.28781,Other Town,0,0,0,0
MMR004,Chin,MMR004D001,Falam,MMR004005,Tonzang,MMR004005701,Tonzang,တွန်းဇန်,23.60306,93.69175,Main Town,0,0,0,0
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016701,Toungup,တောင်ကုတ်,18.85353,94.23972,Main Town,0,0,0,0
MMR001,Kachin,MMR001D001,Myitkyina,MMR001006,Tsawlaw,MMR001006701,Tsawlaw,ဆော့လော်,26.15418607,98.27048681,Main Town,0,0,0,0
MMR013,Yangon,MMR013D003,Yangon (South),MMR013027,Twantay,MMR013027701,Twantay,တွံတေး,16.70734,95.93047,Main Town,0,0,0,0
MMR001,Kachin,MMR001D001,Myitkyina,MMR001002,Waingmaw,MMR001002701,Waingmaw,ဝိုင်းမော်,25.35099,97.44281,Main Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017017,Wakema,MMR017017701,Wakema,ဝါးခယ်မ,16.60383,95.18041,Main Town,0,0,0,0
MMR007,Bago (East),MMR007D001,Bago,MMR007004,Waw,MMR007004701,Waw,ဝေါ,17.4836,96.68234,Main Town,0,0,0,0
MMR003,Kayin,MMR003D002,Myawaddy,MMR003005,Myawaddy,MMR003005703,Waw Lay Myaing (Waw Lay),ဝေါလေမြိုင်(ဝေါလေ),16.29392,98.71324,Other Town,0,0,0,0
MMR004,Chin,MMR004D001,Falam,MMR004001,Falam,MMR004001703,Webula,ဝေဘူလ,23.0168,93.9133,Other Town,0,0,0,0
MMR005,Sagaing,MMR005D002,Shwebo,MMR005006,Wetlet,MMR005006701,Wetlet,ဝက်လက်,22.36715,95.78812,Main Town,0,0,0,0
MMR005,Sagaing,MMR005D011,Kawlin,MMR005025,Wuntho,MMR005025701,Wuntho,ဝန်းသို,23.89924064,95.68193027,Main Town,0,0,0,0
MMR013,Yangon,MMR013D004,Yangon (West),MMR013033,Kyauktada,MMR013000777,Yangon,ရန်ကုန်,16.77818611,96.16092616,State/Region Capital,0,0,0,0
MMR011,Mon,MMR011D001,Mawlamyine,MMR011006,Ye,MMR011006701,Ye,ရေး,15.24539174,97.84935392,Main Town,0,0,0,0
MMR005,Sagaing,MMR005D002,Shwebo,MMR005009,Ye-U,MMR005009701,Ye-U,ရေဦး,22.76914,95.43049,Main Town,0,0,0,0
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,MMR006004701,Yebyu,ရေဖြူ,14.24590986,98.20290726,Main Town,0,0,0,0
MMR007,Bago (East),MMR007D002,Taungoo,MMR007010,Yedashe,MMR007010701,Yedashe,ရေတာရှည်,19.15693,96.34234,Main Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,MMR017006701,Yegyi,ရေကြည်,17.34456,95.12067,Main Town,0,0,0,0
MMR009,Magway,MMR009D001,Magway,MMR009002,Yenangyaung,MMR009002701,Yenangyaung,ရေနံချောင်း,20.45837,94.8731,Main Town,0,0,0,0
MMR009,Magway,MMR009D004,Pakokku,MMR009019,Yesagyo,MMR009019701,Yesagyo,ရေစကြို,21.6338783,95.24530058,Main Town,0,0,0,0
MMR005,Sagaing,MMR005D009,Yinmarbin,MMR005016,Yinmarbin,MMR005016701,Yinmarbin,ယင်းမာပင်,22.07779,94.90014,District Capital,0,0,0,0
MMR014,Shan (South),MMR014S001,Danu Self-Administered Zone,MMR014007,Ywangan,MMR014007701,Ywangan,ရွာငံ,21.16282,96.44229,Main Town,0,0,0,0
MMR002,Kayah,MMR002D002,Bawlake,MMR002005,Bawlake,MMR002005702,Ywarthit,ရွာသစ်,19.16673,97.4995,Other Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009701,Zalun,ဇလွန်,17.4781,95.55666,Main Town,0,0,0,0
MMR007,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012703,Zayyawadi,ဇေယျ၀တီ,18.54097,96.43084,Other Town,0,0,0,0
MMR005,Sagaing,MMR005D010,Kanbalu,MMR005007,Kanbalu,MMR005007702,Zee Kone,ဇီးကုန်း,22.9311,95.5636,Other Town,0,0,0,0
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008011,Zigon,MMR008011701,Zigon,ဇီးကုန်း,18.33846,95.62304,Main Town,0,0,0,0
MMR011,Mon,MMR011D002,Thaton,MMR011008,Paung,MMR011008702,Zinkyaik,ဇင်းကျိုက်,16.69655,97.42371,Other Town,0,0,0,0
