sd_pcode,state_divi,d_pcode,district,ts_pcode,township,town_pcode,town,town_mmr4,longitude,latitude,level,air_bool,ctrl_tnla,ctrl_mndaa,ctrl_uwsa
MMR015,Shan (North),MMR015S002,Kokang Self-Administered Zone,MMR015022,Laukkaing,MMR015022701,Laukkaing,လောက်ကိုင်,23.69163,98.76408,District Capital,1,0,1,0
MMR015,Shan (North),MMR015D001,Lashio,MMR015002,Hseni,MMR015002701,Hseni,သိန္နီ,23.3072,97.9736,Main Town,1,0,1,0
MMR015,Shan (North),MMR015D001,Lashio,MMR015001,Lashio,MMR015001701,Lashio,လားရှိုး,22.95277,97.74747,District Capital,1,0,1,0
MMR015,Shan (North),MMR015D002,Muse,MMR015011,Kutkai,MMR015011701,Kutkai,ကွတ်ခိုင်,23.45921,97.94341,Main Town,1,1,0,0
MMR015,Shan (North),MMR015D002,Muse,MMR015010,Namhkan,MMR015010701,Namhkan,နမ့်ခမ်း,23.837,97.6818,Main Town,1,1,0,0
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015014,Hsipaw,MMR015014701,Hsipaw,သီပေါ,22.61894,97.2981,Main Town,1,1,0,0
MMR015,Shan (North),MMR015S001,Pa Laung Self-Administered Zone,MMR015016,Namhsan,MMR015016701,Namhsan,နမ့်ဆန်,22.96407,97.16126,Main Town,1,1,0,0
MMR015,Shan (North),MMR015S001,Pa Laung Self-Administered Zone,MMR015019,Manton,MMR015019701,Manton,မန်တုံ,23.24647923,97.12221743,Main Town,1,1,0,0
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015012,Kyaukme,MMR015012701,Kyaukme,ကျောက်မဲ,22.54172,97.03671,District Capital,1,1,0,0
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015013,Nawnghkio,MMR015013701,Nawnghkio,နောင်ချို,22.33003,96.79895,Main Town,1,1,0,0
MMR015,Shan (North),MMR015D008,Mongmit,MMR015017,Mongmit,MMR015017701,Mongmit,မိုးမိတ်,23.11422,96.66999,District Capital,1,1,0,0
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010011,Mogoke,MMR010011701,Mogoke,မိုးကုတ်,22.92139,96.5054,Main Town,1,1,0,0
MMR015,Shan (North),MMR015S002,Kokang Self-Administered Zone,MMR015022,Laukkaing,MMR015022702,Chinshwehaw,ချင်းရွှေဟော်,23.47557,98.82419,Other Town,0,0,1,0
MMR015,Shan (North),MMR015D006,Hopang,MMR015021,Hopang,MMR015021701,Hopang,ဟိုပန်,23.42544,98.75029,District Capital,0,0,1,1
MMR015,Shan (North),MMR015D001,Lashio,MMR015020,Kunlong,MMR015020701,Kunlong,ကွမ်းလုံ,23.41645472,98.65052624,Main Town,0,0,1,0
MMR015,Shan (North),MMR015S002,Kokang Self-Administered Zone,MMR015023,Konkyan,MMR015023701,Konkyan,ကုန်းကြမ်း,23.82946,98.53934,Main Town,0,0,1,0
MMR015,Shan (North),MMR015D002,Muse,MMR015009,Muse,MMR015009702,Monekoe,မုန်းကိုး,24.0998,98.3031,Other Town,0,0,1,0
MMR015,Shan (North),MMR015D002,Muse,MMR015011,Kutkai,MMR015011702,Tarmoenye,တာမိုးညဲ,23.57597,98.09862,Other Town,0,0,1,0
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015015,Namtu,MMR015015701,Namtu,နမ္မတူ,23.09361,97.40049,Main Town,0,1,0,0
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015012,Kyaukme,MMR015012702,Mongngawt,မိုင်းငေါ့,22.77316,96.98402,Other Town,0,1,0,0
MMR015,Shan (North),MMR015D003,Kyaukme,MMR015012,Kyaukme,MMR015012703,Monglon,မိုင်းလုံ,22.7908,96.62431,Other Town,0,1,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015306,Hkun Mar (Hkwin Ma),MMR015306701,Hkun Mar (Hkwin Ma),ခွန်းမား,22.9794,99.46016,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015307,Long Htan,MMR015307701,Long Htan,လုံထန်,22.90568,99.36871,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015308,Yawng Lin,MMR015308701,Yawng Lin,ယောင်လင်း,22.95939,99.31197,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D006,Hopang,MMR015007,Pangwaun,MMR015007701,Pangwaun,ပန်ဝိုင်,23.0562781,99.30908333,Main Town,0,0,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015312,Yin Pang,MMR015312701,Yin Pang,ရင်ဖန့်,22.62819,99.28307,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015305,Hsawng Hpa (Saun Pha),MMR015305701,Hsawng Hpa (Saun Pha),ဆောင်ဖ,23.08460198,99.22364802,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015311,Aik Chan (Ai' Chun),MMR015311701,Aik Chan (Ai' Chun),အိုက်ချန်,22.76395,99.22358,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015315,Nam Hkam Wu,MMR015315701,Nam Hkam Wu,နမ်ခမ်းဝူး,22.47704,99.18664,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D007,Matman,MMR015005,Pangsang,MMR015005701,Pangsang (Pang Hkam),ပန်ဆန်း (ပန်ခမ်း),22.17594,99.17044,Main Town,0,0,0,0
MMR015,Shan (North),MMR015D007,Matman,MMR015006,Narphan,MMR015006701,Narphan,နားဖန်,22.60793118,99.09257653,Main Town,0,0,0,0
MMR015,Shan (North),MMR015D006,Hopang,MMR015008,Mongmao,MMR015008701,Mongmao,မိုင်းမော,22.9672,98.9674,Main Town,0,0,0,0
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015314,Nawng Hkit,MMR015314702,Wein Kawn,ဝိန်းကောင်,22.30273,98.93896,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015314,Nawng Hkit,MMR015314701,Nawng Hkit,နောင်ခစ်,22.43836,98.9248,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D007,Matman,MMR015024,Matman,MMR015024701,Matman,မက်မန်း,21.95417434,98.87087865,District Capital,0,0,0,0
MMR015,Shan (North),MMR015D006,Hopang,MMR015021,Nam Tit,MMR015021702,Nam Tit,နမ့်တစ်,23.4758306,98.86721928,Other Town,0,0,0,0
MMR015,Shan (North),MMR015S002,Kokang Self-Administered Zone,MMR015023,Konkyan,MMR015023702,Maw Hteik,​မော်ထိုက်,24.09692,98.86098,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015309,Lin Haw,MMR015309701,Lin Haw,လင်ဟော်,22.77647,98.83702,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015318,Pang Yang,MMR015318701,Pang Yang,ပန်ယန်း,22.12911824,98.79675147,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D006,Hopang,MMR015021,Hopang,MMR015021703,Pan Lon,ပန်လုံ,23.25641,98.78571,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015313,Man Man Hseng,MMR015313701,Man Man Hseng,မန်မန်ဆိုင်,22.50304,98.76685,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015310,Ka Lawng Hpar,MMR015310701,Ka Lawng Hpar,ကလောင်ဖါ,22.71811,98.72545,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),MMR015316,Nar Kawng,MMR015316701,Nar Kawng,နားကောင်,22.37369482,98.71026925,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015302,Nar Wee (Na Wi),MMR015302701,Nar Wee (Na Wi),နာဝီး,23.11117,98.66354,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D331,Mong Maw (Wa SAD),MMR015303,Man Tun,MMR015303701,Man Tun,မန်တွန်း,22.94789,98.612,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D007,Matman,MMR015005,Pangsang,MMR015005702,Man Kan,မန်ကန်,22.68954,98.59519,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D001,Lashio,MMR015004,Tangyan,MMR015004701,Tangyan,တန့်ယန်း,22.4981,98.3968,Main Town,0,0,0,0
MMR015,Shan (North),MMR015D002,Muse,MMR015009,Muse,MMR015009704,Pang Hseng (Kyu Koke),ပန်ဆိုင်း (ကြူကုတ်),24.07548,98.06229,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D001,Lashio,MMR015003,Mongyai,MMR015003701,Mongyai,မိုင်းရယ်,22.4276179,98.0389972,Main Town,0,0,0,0
MMR015,Shan (North),MMR015D002,Muse,MMR015009,Muse,MMR015009701,Muse,မူဆယ်,23.98989,97.90165,District Capital,0,0,0,0
MMR015,Shan (North),MMR015D002,Muse,MMR015009,Muse,MMR015009703,Manhlyoe (Manhero),(မန်ဟျိုး) မန်ဟီးရိုး,23.95176337,97.80064245,Other Town,0,0,0,0
MMR015,Shan (North),MMR015D008,Mongmit,MMR015018,Mabein,MMR015018701,Mabein,မဘိမ်း,23.47292,96.6292,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010008,Pyinoolwin,MMR010008701,Pyinoolwin,ပြင်ဦးလွင်,22.01397,96.45634,District Capital,0,0,0,0
MMR010,Mandalay,MMR010D001,Mandalay,MMR010007,Patheingyi,MMR010007701,Patheingyi,ပုသိမ်ကြီး,22.00399394,96.16465066,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,MMR010015702,Ku Me,ကူမဲ,21.3583,96.1603,Other Town,0,0,0,0
MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,MMR010023701,Yamethin,ရမည်းသင်း,20.4305,96.13747,District Capital,0,0,0,0
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,MMR010015701,Myittha,မြစ်သား,21.42427,96.13086,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010013,Kyaukse,MMR010013701,Kyaukse,ကျောက်ဆည်,21.61325,96.13033,District Capital,0,0,0,0
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010009,Madaya,MMR010009701,Madaya,မတ္တရာ,22.21036,96.10639,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010014,Sintgaing,MMR010014701,Sintgaing,စဉ့်ကိုင်,21.73113711,96.10610982,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,MMR010029701,Mahlaing,မလှိုင်,21.09867,95.64698,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D001,Mandalay,MMR010001,Aungmyaythazan,MMR010000777,Mandalay,မန္တလေး,21.98940286,96.09210108,State/Region Capital,0,0,0,0
MMR010,Mandalay,MMR010D001,Mandalay,MMR010006,Amarapura,MMR010006702,Myitnge,မြစ်ငယ်,21.85418,96.06856,Other Town,0,0,0,0
MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,MMR010030701,Thazi,သာစည်,20.85019,96.05838,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,MMR010024701,Pyawbwe,ပျော်ဘွယ်,20.59472,96.05094,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D001,Mandalay,MMR010006,Amarapura,MMR010006701,Amarapura,အမရပူရ,21.90314,96.04948,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,MMR010031701,Wundwin,ဝမ်းတွင်း,21.09691,96.03001,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,MMR010012702,Takaung,တကောင်း,23.50188,96.01367,Other Town,0,0,0,0
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010010,Singu,MMR010010701,Singu,စဉ့်ကူး,22.54838207,95.99655105,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,MMR010012701,Thabeikkyin,သပိတ်ကျင်း,22.88593,95.97525,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010016,Tada-U,MMR010016701,Tada-U,တံတားဦး,21.81510017,95.97069475,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,MMR010028701,Meiktila,မိတ္ထီလာ,20.88189,95.86311,District Capital,0,0,0,0
MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,MMR010021701,Ngazun,ငါန်းဇွန်,21.89845665,95.68723151,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,MMR010019701,Natogyi,နွားထိုးကြီး,21.4237,95.6545,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,MMR010018701,Taungtha,တောင်သာ,21.27603,95.44541,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,MMR010017702,Si Mee Khon,ဆီမီးခုံ,21.735,95.4221,Other Town,0,0,0,0
MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,MMR010017701,Myingyan,မြင်းခြံ,21.45745,95.39179,District Capital,0,0,0,0
MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,MMR010022703,Ngathayauk,ငါ့သရောက်,21.15058,95.13772,Other Town,0,0,0,0
MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010020,Kyaukpadaung,MMR010020701,Kyaukpadaung,ကျောက်ပန်းတောင်း,20.84248,95.13218,Main Town,0,0,0,0
MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,MMR010022701,Nyaung-U,ညောင်ဦး,21.19543,94.91011,District Capital,0,0,0,0
MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,MMR010022702,Bagan,ပုဂံ,21.13197,94.86257,Other Town,0,0,0,0
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,Dagon Myothit (North),ဒဂုံမြို့သစ်(မြောက်ပိုင်း),16.87774,96.19079,Main Town,0,0,0,0
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,Dagon Myothit (South),ဒဂုံမြို့သစ်(တောင်ပိုင်း),16.84016,96.22582,Main Town,0,0,0,0
MMR018,Nay Pyi Taw,MMR018D002,Det Khi Na,MMR018004,Det Khi Na Thi Ri,MMR018004701,Det Khi Na Thi Ri,ဒက္ခိဏသီရိ,19.70026174,96.09049718,Main Town,0,0,0,0
MMR013,Yangon,MMR013D001,Yangon (North),MMR013008,Hlaingtharya,MMR013008701,Hlaingtharya,လှိုင်သာယာ,16.85402,96.06893,Main Town,0,0,0,0
MMR013,Yangon,MMR013D001,Yangon (North),MMR013002,Mingaladon,MMR013002702,Htaukkyant,ထောက်ကြန့်,17.04275565,96.1323128,Main Town,0,0,0,0
MMR018,Nay Pyi Taw,MMR018D001,Oke Ta Ra,MMR018008,Oke Ta Ra Thi Ri,MMR018008701,Oke Ta Ra Thi Ri,ဥတ္တရသီရိ,19.891,96.043,Main Town,0,0,0,0
MMR018,Nay Pyi Taw,MMR018D001,Oke Ta Ra,MMR018005,Poke Ba Thi Ri,MMR018005701,Poke Ba Thi Ri,ပုဗ္ဗသီရိ,19.84383343,96.18252411,Main Town,0,0,0,0
MMR013,Yangon,MMR013D001,Yangon (North),MMR013007,Shwepyithar,MMR013007701,Shwepyithar,ရွှေပြည်သာ,16.95504,96.08329,Main Town,0,0,0,0
MMR018,Nay Pyi Taw,MMR018D002,Det Khi Na,MMR018002,Za Bu Thi Ri,MMR018002701,Za Bu Thi Ri,ဇမ္ဗူသီရိ,19.76867364,96.07260872,Main Town,0,0,0,0
MMR018,Nay Pyi Taw,MMR018D001,Oke Ta Ra,MMR018001,Zay Yar Thi Ri,MMR018001701,Zay Yar Thi Ri,ဇေယျာသီရိ,19.862,96.309,Main Town,0,0,0,0
MMR016,Shan (East),MMR016D333,Mong Pawk (Wa SAD),MMR016320,Ho Tawng (Ho Tao),MMR016320701,Ho Tawng (Ho Tao),ဟိုတောင်း,22.04143173,99.55067044,Other Town,0,0,0,0
MMR016,Shan (East),MMR016D333,Mong Pawk (Wa SAD),MMR016319,Mong Hpen,MMR016319701,Mong Hpen,မိုင်းဖျန်,21.98542,99.59892,Other Town,0,0,0,0
MMR016,Shan (East),MMR016D333,Mong Pawk (Wa SAD),MMR016322,Mong Kar,MMR016322701,Mong Kar,မိုင်းကာ,21.84343,99.41942,Other Town,0,0,0,0
MMR016,Shan (East),MMR016D333,Mong Pawk (Wa SAD),MMR016323,Nam Hpai,MMR016323701,Nam Hpai,နမ့်ဖိုင်,21.92905642,99.20034919,Other Town,0,0,0,0
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013702,Lay Taung Town,လေးတောင်,19.038619,93.694846,Other Town,0,0,0,0
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016703,Tan Hlwe Ywar Ma Town,တန်းလွဲရွာမ,18.998289,94.12645,Other Town,0,0,0,0
MMR001,Kachin,MMR001D002,Mohnyin,MMR001007,Mohnyin,MMR001007705,Nam Mar,နန်းမား,24.873985,96.436251,Other Town,0,0,0,0
MMR004,Chin,MMR004D003,Hakha,MMR004002,Hakha,MMR004002702,Surkhua,ဆူရ်ခွား,22.255529,93.634163,Other Town,0,0,0,0
MMR007,Bago (East),MMR007D002,Taungoo,MMR007010,Yedashe,MMR007010703,Yae Ni,ရေနီ,19.47438,96.26804,Other Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,MMR017016703,Labutta (3) Mile,လပွတ္တာ (၃) မိုင်,16.19983,94.78124,Other Town,0,0,0,0
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,MMR006007703,Pa La,ပလ,12.849283,98.6618826,Other Town,0,0,0,0
MMR008,Bago (West),MMR008D001,Pyay,MMR008005,Thegon,MMR008005703,Inn Ma,အင်းမ,18.52806,95.34904,Other Town,0,0,0,0
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,MMR012009703,Kha Maung Seik,ခမောင်းဆိပ်,21.26554,92.27141,Other Town,0,0,0,0
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,MMR012009704,Myin Hlut,မြင်းလွှတ်,20.62786,92.50212,Other Town,0,0,0,0
MMR002,Kayah,MMR002D001,Loikaw,MMR002001,Loikaw,MMR002001703,Law Pi Ta,လောပိတ,97.32928743,19.54908956,Other Town,0,0,0,0
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002702,Nang Pang Town,နန်းပန်,20.45492935,96.90596008,Other Town,0,0,0,0
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034703,Mo Waing Lut,မိုဝိုင်းလွတ်,25.08339558,94.96449799,Other Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017023,Pyapon,MMR017023702,Ahmar,အမာ,15.7994,95.29017,Other Town,0,0,0,0
MMR013,Yangon,MMR013D001,Yangon (North),MMR013005,Taikkyi,MMR013005703,Ahpyauk,အဖျောက်,17.38239,95.69338,Other Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005702,Ahtaung,အထောင်,17.34855,95.33365,Other Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,MMR017006703,Ahthoke,အသုတ်,17.19974,95.08331,Other Town,0,0,0,0
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012014,Ann,MMR012014701,Ann,အမ်း,19.79537,94.04791,Main Town,0,0,0,0
MMR009,Magway,MMR009D003,Thayet,MMR009016,Aunglan,MMR009016701,Aunglan,အောင်လံ,19.35855,95.21684,Main Town,0,0,0,0
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005702,Aungpan,အောင်ပန်း,20.66122,96.63584,Other Town,0,0,0,0
MMR005,Sagaing,MMR005D003,Monywa,MMR005014,Ayadaw,MMR005014701,Ayadaw,အရာတော်,22.28525,95.45068,Main Town,0,0,0,0
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014001,Taunggyi,MMR014001702,Ayetharyar,အေးသာယာ,20.77475,96.99882,Other Town,0,0,0,0
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001701,Bago,ပဲခူး,17.33583,96.48389,State/Region Capital,0,0,0,0
MMR005,Sagaing,MMR005D004,Katha,MMR005023,Banmauk,MMR005023701,Banmauk,ဗန်းမောက်,24.39986,95.85767,Main Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012702,Batye,ဘက်ရဲ,18.30044,95.14703,Other Town,0,0,0,0
MMR003,Kayin,MMR003D001,Hpa-An,MMR003004,Thandaunggyi,MMR003004704,Baw Ga Li,ဘောဂလိ,18.91451,96.78565,Other Town,0,0,0,0
MMR002,Kayah,MMR002D002,Bawlake,MMR002005,Bawlake,MMR002005701,Bawlake,ဘောလခဲ,19.17255818,97.34284242,District Capital,0,0,0,0
MMR001,Kachin,MMR001D003,Bhamo,MMR001010,Bhamo,MMR001010701,Bhamo,ဗန်းမော်,24.25493,97.23441,District Capital,0,0,0,0
MMR011,Mon,MMR011D002,Thaton,MMR011010,Bilin,MMR011010701,Bilin,ဘီးလင်း,17.21987,97.23931,Main Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale,ဘိုကလေး,16.295,95.3968,Main Town,0,0,0,0
MMR006,Tanintharyi,MMR006D003,Kawthoung,MMR006010,Bokpyin,MMR006010701,Bokpyin,ဘုတ်ပြင်း,11.26503968,98.75909422,Main Town,0,0,0,0
MMR005,Sagaing,MMR005D003,Monywa,MMR005013,Budalin,MMR005013701,Budalin,ဘုတလင်,22.38918,95.14857,Main Town,0,0,0,0
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012010,Buthidaung,MMR012010701,Buthidaung,ဘူးသီးတောင်,20.87498,92.525,Main Town,0,0,0,0
MMR009,Magway,MMR009D001,Magway,MMR009003,Chauk,MMR009003701,Chauk,ချောက်,20.89097787,94.81829465,Main Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,MMR017001704,Chaung Thar,ချောင်းသာ,16.9597,94.4447,Other Town,0,0,0,0
MMR005,Sagaing,MMR005D003,Monywa,MMR005015,Chaung-U,MMR005015701,Chaung-U,ချောင်းဦး,21.95693,95.27363,Main Town,0,0,0,0
MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,MMR011003701,Chaungzon,ချောင်းဆုံ,16.35125,97.55048,Main Town,0,0,0,0
MMR001,Kachin,MMR001D001,Myitkyina,MMR001005,Chipwi,MMR001005701,Chipwi,ချီဖွေ,25.88635,98.12976,Main Town,0,0,0,0
MMR004,Chin,MMR004D001,Falam,MMR004005,Tonzang,MMR004005702,Cikha,ကျီခါး,23.88976,93.53347,Other Town,0,0,0,0
MMR013,Yangon,MMR013D003,Yangon (South),MMR013032,Cocokyun,MMR013032701,Cocokyun,ကိုကိုးကျွန်း,14.13443058,93.36821296,Main Town,0,0,0,0
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007701,Daik-U,ဒိုက်ဦး,17.78967,96.66969,Main Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu,ဓနုဖြူ,17.25468,95.59583,Main Town,0,0,0,0
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,MMR006001701,Dawei,ထားဝယ်,14.07753,98.19636,State/Region Capital,0,0,0,0
MMR001,Kachin,MMR001D003,Bhamo,MMR001012,Momauk,MMR001012703,Dawthponeyan,ဒေါ့ဖုန်းယန်,24.61398,97.46127,Other Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026701,Dedaye,ဒေးဒရဲ,16.40806,95.88512,Main Town,0,0,0,0
MMR002,Kayah,MMR002D001,Loikaw,MMR002002,Demoso,MMR002002701,Demoso,ဒီးမော့ဆို,19.53832,97.15881,Main Town,0,0,0,0
MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005037,Nanyun,MMR005037703,Don Hee,ဒုံဟီး,26.77569745,95.79165454,Other Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008703,Du Yar,ဒူးယား,17.5616,95.4802,Other Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,MMR017015701,Einme,အိမ်မဲ,16.8962,95.1805,Main Town,0,0,0,0
MMR004,Chin,MMR004D001,Falam,MMR004001,Falam,MMR004001701,Falam,ဖလမ်း,22.91105,93.68034,District Capital,0,0,0,0
MMR009,Magway,MMR009D005,Gangaw,MMR009023,Gangaw,MMR009023701,Gangaw,ဂန့်ဂေါ,22.17421,94.13582,District Capital,0,0,0,0
MMR012,Rakhine,MMR012D004,Thandwe,MMR012017,Gwa,MMR012017701,Gwa,ဂွ,17.59369,94.57996,Main Town,0,0,0,0
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014701,Gyobingauk,ကြို့ပင်ကောက်,18.22989,95.65259,Main Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017004,Ngapudaw,MMR017004703,Hainggyikyun,ဟိုင်းကြီးကျွန်း,16.01602,94.34411,Other Town,0,0,0,0
MMR004,Chin,MMR004D003,Hakha,MMR004002,Hakha,MMR004002701,Hakha,ဟားခါး,22.64011,93.60483,State/Region Capital,0,0,0,0
MMR014,Shan (South),MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005703,He Hoe,ဟဲဟိုး,20.7221,96.8239,Other Town,0,0,0,0
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada,ဟင်္သာတ,17.64958,95.45818,District Capital,0,0,0,0
MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,MMR005033701,Hkamti,ခန္တီး,25.99243,95.69547,District Capital,0,0,0,0
MMR003,Kayin,MMR003D001,Hpa-An,MMR003002,Hlaingbwe,MMR003002701,Hlaingbwe,လှိုင်းဘွဲ့,17.12574,97.81871,Main Town,0,0,0,0
MMR013,Yangon,MMR013D001,Yangon (North),MMR013004,Hlegu,MMR013004701,Hlegu,လှည်းကူး,17.09875,96.22745,Main Town,0,0,0,0
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003701,Hmawbi,မှော်ဘီ,17.09987,96.0418,Main Town,0,0,0,0
MMR016,Shan (East),MMR016D002,Monghsat,MMR016008,Mongton,MMR016008703,Hmone Hta,မုံးထ,19.7978983,98.5670835,Other Town,0,0,0,0
MMR004,Chin,MMR004D003,Hakha,MMR004003,Thantlang,MMR004003702,Hnaring,နှာဟရိန်,22.1898,93.4361,Other Town,0,0,0,0
